,,90%,90%,95%,95%,99%,99%
1,309.0646019,214.2999445,403.8292594,195.8092796,422.3199243,159.9836164,458.1455875
2,317.2672192,197.6031939,436.9312445,174.2541158,460.2803226,129.015277,505.5191614
3,245.8238308,132.3495738,359.2980877,110.2082554,381.4394061,67.30945094,424.3382106
4,231.8911145,121.1102045,342.6720245,99.49441724,364.2878118,57.61382933,406.1683997
5,218.1114004,109.5143785,326.7084223,88.32471565,347.8980851,47.26974395,388.9530568
6,206.412577,100.1139725,312.7111815,79.37278139,333.4523726,39.1867236,373.6384304
7,184.5989908,81.10107097,288.0969106,60.90635491,308.2916267,21.77909254,347.4188891
8,168.8449481,67.76491973,269.9249764,48.04198737,289.6479088,9.828805915,327.8610903
9,194.6839684,91.07751976,298.2904171,70.86162733,318.5063096,31.69333576,357.6746011
10,165.8689365,65.45621636,266.2816566,45.86349049,285.8743824,7.902584107,323.8352888
11,161.2101866,62.24275827,260.1776149,42.93204055,279.4883326,5.517524963,316.9028482
12,161.2101015,64.09850266,258.3217004,45.14989801,277.270305,8.436976489,313.9832265
13,111.2154103,9.414776243,213.0160443,-10.4487621,232.8795826,-48.93436765,271.3651882
14,116.2667082,18.59869725,213.9347192,-0.458475621,232.9918921,-37.38174806,269.9151645
15,145.667053,50.60890051,240.7252055,32.06096832,259.2731377,-3.87565031,295.2097563
16,271.3735302,147.2797204,395.46734,123.0662941,419.6807663,76.15278063,466.5942798
17,285.8313012,167.479816,404.1827863,144.3868433,427.2757591,99.64420863,472.0183937
18,222.1870101,113.2192279,331.1547923,91.95722162,352.4167986,50.76208444,393.6119358
19,199.5518332,97.417258,301.6864084,77.48856041,321.615106,38.87670881,360.2269576
20,255.5594556,148.1498206,362.9690906,127.191843,383.9270682,86.58576146,424.5331498
21,229.5493657,125.7182199,333.3805115,105.4584841,353.6402473,66.20524609,392.8934853
22,226.8745434,126.9786425,326.7704443,107.4867594,346.2623274,69.72123592,384.0278509
23,239.3831982,133.5504793,345.2159171,112.9001927,365.8662037,72.89026239,405.876134
24,283.765999,188.8572383,378.6747597,170.3384557,397.1935423,134.4583145,433.0736835
25,232.5876119,126.3974308,338.7777929,105.6773955,359.4978282,65.53232705,399.6428967
26,220.0664897,120.5195197,319.6134598,101.0957206,339.0372588,63.46211,376.6708695
27,183.5328138,82.16148533,284.9041423,62.38171392,304.6839137,24.05840681,343.0072208
28,105.2466762,-4.517769939,215.0111223,-25.93522284,236.4285752,-67.43153785,277.9248902
29,115.3078792,14.3353217,216.2804366,-5.366640729,235.9823991,-43.53919294,274.1549513
30,160.9074907,65.81602518,255.9989562,47.26159288,274.5533885,11.31238031,310.5026011
31,280.1280513,154.7750324,405.4810702,130.3159067,429.9401958,82.92635077,477.3297518
32,301.6896907,181.7768683,421.6025131,158.3792444,445.000137,113.0463481,490.3330333
33,228.3709775,117.0724361,339.6695188,95.35564755,361.3863074,53.27936971,403.4625852
34,251.929686,147.9581733,355.9011988,127.6710489,376.1883232,88.36474529,415.4946268
35,243.5859738,141.6801814,345.4917662,121.7961244,365.3758233,83.27076382,403.9011838
36,228.1898247,128.6377811,327.7418684,109.2129921,347.1666574,71.57746334,384.8021861
37,243.1282608,145.6406708,340.6158508,126.618702,359.6378196,89.76363749,396.4928842
38,280.0283118,183.1630614,376.8935622,164.2625247,395.7940988,127.6427349,432.4138886
39,289.0934271,191.8699703,386.3168839,172.8995397,405.2873144,136.1443304,442.0425237
40,246.3571095,141.9093442,350.8048748,121.5292925,371.1849265,82.04294218,410.6712768
41,227.5285323,129.4299096,325.6271551,110.2887149,344.7683498,73.20265019,381.8544145
42,214.6662564,103.3780617,325.954451,81.66329204,347.6692207,39.59092576,389.741587
43,129.7435582,18.69256787,240.7945486,-2.975918056,262.4630345,-44.95860953,304.445726
44,140.0266187,39.6008562,240.4523812,20.00558547,260.0476519,-17.96025157,298.0134889
45,183.9357188,89.68349445,278.1879431,71.29281653,296.5786211,35.66087806,332.2105595
46,310.3543852,190.1140627,430.5947076,166.6525364,454.056234,121.1958292,499.5129412
47,299.9658044,188.9125316,411.0190772,167.2436004,432.6880084,125.260046,474.6715628
48,271.0217446,163.5577788,378.4857104,142.5892002,399.4542891,101.9625789,440.0809103
49,256.849456,153.3851129,360.3137992,133.1969484,380.5019637,94.08237962,419.6165325
50,291.6917647,176.0151298,407.3683995,153.4440791,429.9394502,109.7126684,473.6708609
51,206.4982458,100.7308964,312.2655952,80.09336481,332.9031268,40.10814735,372.8883443
52,188.5914611,82.54826518,294.634657,61.85690988,315.3260123,21.76740898,355.4155132
53,219.3191686,115.1459688,323.4923684,94.81949078,343.8188464,55.43693964,383.2013976
54,252.4179568,142.4818938,362.3540198,121.0309546,383.8049589,79.46976008,425.3661535
55,222.2774599,114.0569185,330.4980012,92.94071526,351.6142044,52.02807156,392.5268481
56,234.7259921,128.2433832,341.2086011,107.4662888,361.9856955,67.21066835,402.2413159
57,256.8992439,150.5834445,363.2150434,129.8388983,383.9595896,89.64633994,424.152148
58,173.9817346,63.57381331,284.389656,42.03080427,305.932665,0.291224256,347.672245
59,179.2719837,74.67709436,283.8668729,54.26833547,304.2756318,14.72636513,343.8176022
60,199.036002,96.04832374,302.0236802,75.95316701,322.1188369,37.01880086,361.053203
61,310.4736399,192.2082476,428.7390323,169.1320735,451.8152064,124.4219861,496.5252937
62,394.467568,261.5625713,527.3725647,235.629889,553.305247,185.3853171,603.5498189
63,276.6256782,155.2611498,397.9902067,131.5802661,421.6710903,85.69855415,467.5528023
64,312.7695908,186.2609958,439.2781858,161.5763919,463.9627897,113.7499718,511.7892098
65,320.8334893,199.4085692,442.2584094,175.7159019,465.9510768,129.8113589,511.8556197
66,298.1865138,183.1377633,413.2352643,160.6892266,435.683801,117.1951867,479.1778408
67,378.1464647,240.4586775,515.834252,213.5927678,542.7001617,161.5400677,594.7528617
68,327.2335206,200.2489044,454.2181369,175.4714182,478.995623,127.4650389,527.0020023
69,370.8094246,228.2337332,513.3851159,200.4140861,541.204763,146.5135199,595.1053293
70,361.4784074,220.7578465,502.1989684,193.300176,529.6566388,140.1009396,582.8558752
71,345.6701566,205.6179832,485.7223299,178.2907299,513.0495832,125.3441766,565.9961366
72,336.2225072,198.225948,474.2190664,171.2997901,501.1452243,119.1303592,553.3146552
73,267.6494726,146.8234713,388.4754739,123.2476662,412.0512791,77.56954371,457.7294015
74,348.4268385,221.1339238,475.7197531,196.296282,500.557395,148.1733508,548.6803261
75,302.7227721,185.4949929,419.9505513,162.6212799,442.8242643,118.3034609,487.1420832
76,243.3151241,125.9408256,360.6894226,103.0385235,383.5917248,58.66531307,427.9649352
77,523.462608,311.4676462,735.4575699,270.1027756,776.8224405,189.9583388,856.9668773
78,575.7165057,384.5604866,766.8725248,347.2617511,804.1712603,274.9954512,876.4375602
79,510.908742,351.1215721,670.6959119,319.9435878,701.8738962,259.5362431,762.2812409
80,571.8301381,399.8848319,743.7754443,366.3345283,777.325748,301.330815,842.3294613
81,610.6952279,436.4860403,784.9044155,402.4940037,818.8964521,336.6344327,884.7560231
82,668.6361407,480.514338,856.7579434,443.8076448,893.4646366,372.6884267,964.5838547
83,523.1475314,364.5514629,681.7435999,333.6058885,712.6891742,273.6488382,772.6462245
84,418.6152248,278.9647132,558.2657365,251.7158329,585.5146168,198.9211273,638.3093224
85,363.4865819,238.0580449,488.9151188,213.584184,513.3889797,166.1660786,560.8070851
86,312.7762068,196.0335247,429.5188889,173.2544648,452.2979488,129.1200362,496.4323774
87,337.5616821,221.7625566,453.3608076,199.1676053,475.9557589,155.3898871,519.7334771
88,195.319188,67.01113626,323.6272397,41.97541885,348.6629571,-6.531283622,397.1696595
89,171.4212005,50.84732036,291.9950806,27.32070961,315.5216913,-18.26209873,361.1044997
90,179.1563022,66.39000179,291.9226026,44.38682122,313.9257832,1.755658871,356.5569456
91,191.1415189,79.13921686,303.1438209,57.28510915,324.9979286,14.94277545,367.3402623
92,317.8188195,193.5265626,442.1110764,169.274415,466.363224,122.2858788,513.3517602
93,416.8845364,282.5839819,551.185091,256.3789956,577.3900773,205.6068347,628.1622382
94,439.8362849,307.2256426,572.4469272,281.3503954,598.3221744,231.2171038,648.455466
95,480.6346701,373.0607141,588.2086262,352.0706739,609.1986664,311.402471,649.8668693
96,349.5130864,226.3417881,472.6843847,202.308364,496.7178088,155.7436049,543.2825679
97,434.3541168,327.5709787,541.1372549,306.7352444,561.9729891,266.3660093,602.3422243
98,442.3791159,335.5088851,549.2493467,314.6561571,570.1020747,274.2539967,610.5042351
99,542.3643754,376.6885799,708.0401708,344.3615954,740.3671553,281.728063,803.0006877
100,304.9401766,145.278576,464.6017773,114.1250929,495.7552604,53.7652195,556.1151338
101,252.2120313,97.68335736,406.7407052,67.53142099,436.8926415,9.112044275,495.3120182
102,265.8301635,109.0169275,422.6433995,78.41922286,453.2411041,19.13617021,512.5241567
103,190.3523718,67.44345022,313.2612933,43.46122162,337.2435219,-3.004346281,383.7090898
104,163.2051565,46.13483483,280.2754782,23.29184523,303.1184678,-20.9664471,347.3767601
105,159.1488289,47.70800836,270.5896494,25.96345801,292.3341998,-16.16660829,334.4642661
106,241.6656339,126.4062119,356.9250559,103.9165685,379.4146992,60.34288462,422.9883831
107,479.5753601,303.9382861,655.2124341,269.6676375,689.4830827,203.2682559,755.8824643
108,437.5055599,285.9786711,589.0324488,256.4124489,618.598671,199.1278933,675.8832265
109,537.9923414,361.6704115,714.3142713,327.2661325,748.7185503,260.607842,815.3768409
110,388.4747543,166.3054102,610.6440985,122.9552942,653.9942144,38.9644446,737.9850641
111,337.7879541,160.5927874,514.9831208,126.0181207,549.5577875,59.02970399,616.5462042
112,377.9784648,158.9999445,596.9569852,116.2724283,639.6845013,33.48786571,722.4690639
113,342.2803411,183.5889526,500.9717296,152.6247792,531.935903,92.63169328,591.9289889
114,372.3481289,163.5952178,581.10104,122.8629424,621.8333153,43.94415898,700.7520988
115,290.9365556,145.6038208,436.2692905,117.246214,464.6268973,62.30335083,519.5697605
116,235.5323517,90.19961684,380.8650865,61.84201004,409.2226933,6.89914687,464.1655565
117,262.2288031,161.5451644,362.9124418,141.8995763,382.5580299,103.8362495,420.6213567
118,152.3725999,-2.398987359,307.1441871,-32.59832145,337.3435212,-91.10953125,395.854731
119,171.54149,59.18310958,283.8998704,37.25952316,305.8234568,-5.217425519,348.3004055
120,215.045283,112.6284958,317.4620702,92.64473249,337.4458336,53.926191,376.1643751
121,305.3376105,205.7432189,404.9320021,186.3101669,424.3650541,148.6586286,462.0165924
122,233.6825701,118.2271816,349.1379587,95.69930093,371.6658393,52.0515321,415.3136082
123,241.8520658,131.2088627,352.4952689,109.6199451,374.0841866,67.79141707,415.9127146
124,230.6052099,192.4957125,268.7147073,185.059713,276.1507068,170.652464,290.5579558
125,256.5135034,183.9930955,329.0339113,169.842772,343.1842348,142.4265203,370.6004866
126,240.1442161,166.4167449,313.8716873,152.0308968,328.2575354,124.1583162,356.130116
127,274.3629233,176.9680186,371.7578281,157.9641347,390.7617119,121.1441098,427.5817369
128,286.4904622,190.6946271,382.2862974,172.0027568,400.9781677,135.7872581,437.1936664
129,291.8023205,195.4176858,388.1869551,176.6109279,406.9937131,140.1728343,443.4318067
130,256.4765539,156.2160302,356.7370775,136.6530012,376.3001065,98.74963256,414.2034752
131,149.7297047,42.26870435,257.1907051,21.30070428,278.1587052,-19.32479587,318.7842053
132,203.7067853,93.79460873,313.618962,72.34833037,335.0652403,30.79616604,376.6174046
133,113.0245933,-6.2498969,232.2990834,-29.52296815,255.5721547,-74.6145437,300.6637302
134,130.3171077,16.41415044,244.220065,-5.810816839,266.4450323,-48.87169094,309.5059064
135,154.9737474,44.60028614,265.3472086,23.06400102,286.8834937,-18.6625514,328.6100462
136,271.674337,149.9358778,393.4127962,126.1820321,417.1666419,80.15895603,463.1897179
137,327.1999738,204.1600997,450.2398478,180.1523194,474.2476282,133.6372451,520.7627025
138,261.1868662,144.544809,377.8289234,121.7853832,400.5883492,77.68899575,444.6847367
139,281.3031537,164.5299552,398.0763523,141.7449408,420.8613666,97.59897551,465.0073319
140,225.8445131,148.8125511,302.8764751,133.7819244,317.9071018,104.6600851,347.0289411
141,241.7308369,116.9014453,366.5602285,92.54449087,390.917183,45.35289161,438.1087822
142,319.8426659,196.9022146,442.7831172,172.9138339,466.7714979,126.4363462,513.2489856
143,249.1439977,126.6249,371.6630954,102.7187346,395.5692608,56.40053909,441.8874563
144,283.7499084,163.788993,403.7108238,140.3819851,427.1178317,95.03090735,472.4689095
145,225.814992,149.6463319,301.983652,134.7841544,316.8458295,105.9886854,345.6412986
146,229.8862284,151.5834987,308.188958,136.3049173,323.4675394,106.7026659,353.0697908
147,256.0087313,177.7060017,334.311461,162.4274203,349.5900424,132.8251689,379.1922938
148,150.8358648,27.64531263,274.026417,3.60813172,298.0635979,-42.96390629,344.6356359
149,167.942322,73.68276105,262.201883,55.2906516,280.5939924,19.65593953,316.2287045
150,199.2718776,103.2289558,295.3147994,84.48887346,314.0548817,48.179964,350.3637911
151,316.8116863,203.1347619,430.4886107,180.9538986,452.669474,137.978476,495.6448967
152,276.1103632,157.0138078,395.2069186,133.7754556,418.4452708,88.75114805,463.4695784
153,258.0244161,144.6557477,371.3930846,122.5350319,393.5138003,79.67614503,436.3726872
154,335.2561587,213.223462,457.2888554,189.4122042,481.1001133,143.277892,527.2344254
155,336.0853294,206.7983066,465.3723523,181.5715704,490.5990884,132.6947691,539.4758897
156,309.9367627,183.5805721,436.2929532,158.9257057,460.9478197,111.156902,508.7166234
157,312.7808077,189.7898223,435.7717931,165.7915812,459.7700341,119.2949892,506.2666262
158,253.3495492,132.297213,374.4018855,108.6772449,398.0218535,62.91355685,443.7855416
159,264.5779558,146.0929172,383.0629944,122.9738853,406.1820263,78.18076098,450.9751506
160,246.8298318,159.2215888,334.4380748,142.1272975,351.5323661,109.0071081,384.6525556
161,176.4172358,102.5544264,250.2800452,88.14217086,264.6923006,60.21842585,292.6160457
162,261.9716,141.030366,382.9128341,117.4320764,406.5111236,71.71039037,452.2328097
163,182.8849783,70.19878286,295.5711738,48.21123253,317.5587242,5.61035375,360.1596029
164,222.3646045,103.709775,341.0194339,80.55761316,364.1715958,35.70029958,409.0289093
165,233.0453158,127.4942118,338.5964197,106.8988744,359.1917571,66.99540829,399.0952232
166,332.9568859,225.8375229,440.0762488,204.9361838,460.9775879,164.4398393,501.4739324
167,357.9666051,250.2350942,465.698116,229.2143116,486.7188987,188.4865452,527.446665
168,328.5287046,220.8482107,436.2091984,199.8373827,457.2200265,159.1289033,497.9285059
169,304.4631536,199.8685204,409.0577868,179.4598115,429.4664957,139.917938,469.0083693
170,355.3198029,228.3183886,482.3212172,203.5376249,507.101981,155.5248951,555.1147108
171,379.3726844,253.8932638,504.8521049,229.4094745,529.3358943,181.9721326,576.7732362
172,320.9315201,196.1862921,445.6767481,171.8457598,470.0172804,124.6859784,517.1770617
173,359.372324,235.7145723,483.0300757,211.5862305,507.1584175,164.8375683,553.9070797
174,418.4360634,292.9018006,543.9703263,268.4073102,568.4648166,220.9492353,615.9228916
175,336.8952369,204.8885977,468.901876,179.1312047,494.659269,129.2262557,544.564218
176,449.6759019,316.4104569,582.9413469,290.4074433,608.9443605,240.0266043,659.3251995
177,444.6953559,316.0586556,573.3320562,290.9588116,598.4319002,242.3278639,647.0628478
178,350.720868,219.3280475,482.1136886,193.6904239,507.7513122,144.0175283,557.4242078
179,231.932784,96.19754606,367.668022,69.71262158,394.1529464,18.3980804,445.4674876
180,179.2061959,46.37160474,312.040787,20.45266013,337.9597316,-29.76529506,388.1776868
181,204.0556505,75.26109591,332.8502052,50.13045111,357.98085,1.4398268,406.6714743
182,314.3004654,177.7403988,450.860532,151.0945322,477.5063986,99.46816558,529.1327652
183,398.789349,282.7090044,514.8696936,260.059181,537.5195169,216.1751483,581.4035496
184,460.12956,333.6869968,586.5721232,309.0152772,611.2438429,261.2138204,659.0452997
185,480.1017889,358.0713983,602.1321796,334.2605904,625.9429875,288.1271501,672.0764278
186,547.8946086,418.8432712,676.945946,393.6625225,702.1266948,344.8748217,750.9143955
187,431.3148988,300.884247,561.7455507,275.4343637,587.1954339,226.1252148,636.5045828
188,416.0198454,287.8698451,544.1698457,262.864967,569.1747239,214.4180156,617.6216752
189,405.8372328,284.3369128,527.3375527,260.6295333,551.0449322,214.6964856,596.97798
190,336.4936745,216.2937731,456.6935759,192.8401338,480.1472152,147.3987077,525.5886413
191,255.937137,153.2746612,358.5996128,133.2429586,378.6313154,94.43153477,417.4427392
192,316.4009618,208.3590121,424.4429115,187.2776561,445.5242676,146.4325287,486.3693949
193,193.1448758,61.71775655,324.5719951,36.0734406,350.2163111,-13.61242157,399.9021732
194,185.9031207,64.59360874,307.2126327,40.92346006,330.8827814,-4.937453013,376.7436945
195,229.565703,120.0764994,339.0549067,98.71275231,360.4186538,57.32049238,401.8109137
196,212.6345482,100.3335594,324.9355371,78.42117136,346.8479251,35.96591949,389.303177
197,258.0016701,153.9087939,362.0945463,133.5979888,382.4053514,94.24580391,421.7575363
198,287.6388296,187.5051,387.7725593,167.9668113,407.310848,130.1113769,445.1662823
199,364.2105918,262.6292043,465.7919794,242.8084458,485.6127379,204.4057261,524.0154576
200,455.6523291,327.6202974,583.6843607,302.6384376,608.6662205,254.2360842,657.068574
201,432.0467455,311.9414957,552.1519953,288.506325,575.5871659,243.1006818,620.9928092
202,456.6067116,327.2786342,585.9347891,302.0438874,611.1695359,253.1515655,660.0618578
203,355.6517397,226.7876275,484.5158519,201.6434105,509.6600689,152.92649,558.3769894
204,329.1857272,203.4078553,454.9635991,178.8658316,479.5056228,131.3156605,527.0557939
205,237.8870722,134.054723,341.7194214,113.7947524,361.979392,74.54105942,401.233085
206,254.1810007,149.622117,358.7398843,129.2203836,379.1416177,89.6920252,418.6699761
207,246.5060172,145.6363388,347.3756957,125.9544503,367.0575842,87.82079135,405.1912431
208,215.7069728,122.1764201,309.2375256,103.9265561,327.4873896,68.5674447,362.846501
209,231.4491779,135.8820595,327.0162964,117.2348168,345.663539,81.10578425,381.7925716
210,209.650599,106.7517177,312.5494803,86.6738872,332.6273108,47.77309062,371.5281073
211,338.4627519,224.1784193,452.7470845,201.8790373,475.0464665,158.6739847,518.2515191
212,367.9082392,244.9853424,490.831136,221.0003869,514.8160914,174.5295357,561.2869427
213,310.2220119,191.8412558,428.602768,168.7425717,451.7014522,123.9888712,496.4551526
214,277.4357948,163.3880922,391.4834975,141.1348819,413.7367078,98.01928703,456.8523027
215,286.0886908,173.5395664,398.6378152,151.5787616,420.59862,109.0297024,463.1476792
216,289.2657199,166.3051185,412.2263213,142.3128061,436.2186337,95.82770067,482.7037391
217,210.1370522,74.41658846,345.857516,47.93454674,372.3395577,-3.374409078,423.6485136
218,213.6432008,90.08977283,337.1966288,65.98178688,361.3046148,19.2725641,408.0138376
219,241.2845109,108.0970592,374.4719626,82.10926376,400.4597581,31.75791007,450.8111117
220,193.0029237,67.46098461,318.5448627,42.9649965,343.0408509,-4.495980468,390.5018278
221,201.366142,69.58353498,333.148749,43.86985556,358.8624285,-5.950398315,408.6826823
222,181.3038037,64.57082442,298.0367829,41.79365773,320.8139496,-2.337102719,364.9447101
223,85.03641372,-42.10534135,212.1781688,-66.91348868,236.9863161,-114.9792741,285.0521016
224,76.56118119,-48.02590914,201.1482715,-72.3355853,225.4579477,-119.4355829,272.5579452
225,110.4639041,-13.20608476,234.133893,-37.33681429,258.2646225,-84.09010277,305.017911
226,325.880773,195.4571898,456.3043561,170.0086858,481.7528601,120.7022092,531.0593367
227,308.7158316,186.0798094,431.3518538,162.1508295,455.2808338,115.7884308,501.6432324
228,265.9169264,147.9636159,383.8702369,124.9483358,406.885517,80.3562306,451.4776222
229,271.0377176,157.8496508,384.2257844,135.7641744,406.3112609,92.97356374,449.1018715
230,259.2327315,149.3315444,369.1339186,127.8874104,390.5780527,86.33940061,432.1260625
231,243.8804388,134.1598763,353.6010012,112.7509861,375.0098914,71.27126127,416.4896162
232,227.2226099,103.9235957,350.521624,79.8652515,374.5799682,33.25220958,421.1930101
233,240.93367,118.9582139,362.9091261,95.15812487,386.7092151,49.04545244,432.8218876
234,308.4157756,184.8058528,432.0256985,160.6868434,456.1447078,113.9562628,502.8752884
235,277.4467835,154.6105981,400.2829689,130.642562,424.251005,84.2044919,470.6890751
236,291.8774555,155.0701147,428.6847963,128.3759995,455.3789116,76.6561511,507.09876
237,272.8067362,144.9729527,400.6405197,120.0297754,425.583697,71.70236942,473.9111029
238,103.5508315,-38.43766644,245.5393294,-66.1427392,273.2444022,-119.8213177,326.9229806
239,126.1562216,4.320276237,247.992167,-19.45259116,271.7650344,-65.51252173,317.824965
240,143.4750492,32.12672102,254.8233774,10.40021797,276.5498804,-31.6948817,318.6449801
241,307.7931559,171.8273297,443.7589821,145.2974123,470.2888995,93.89569754,521.6906143
242,252.8200989,135.5789673,370.0612306,112.7026489,392.9375489,68.37978205,437.2604158
243,313.9835931,190.9843179,436.9828684,166.9844593,460.982727,120.4847333,507.482453
244,332.7127339,211.2114703,454.2139975,187.5039067,477.9215612,141.5705022,523.8549657
245,263.2687879,147.6001154,378.9374604,125.0306183,401.5069575,81.30221775,445.2353581
246,212.0130509,101.7391937,322.2869081,80.22234348,343.8037583,38.53344623,385.4926556
247,321.0571079,200.7005654,441.4136505,177.2163619,464.8978539,131.7157178,510.3984981
248,230.3809708,98.12494461,362.636997,72.31889072,388.4430509,22.3196613,438.4422803
249,270.4774632,142.3773752,398.5775512,117.3822361,423.5726903,68.95415408,472.0007723
250,414.7344228,241.6632586,587.8055871,207.8932753,621.5755704,142.4639328,687.0049129
251,374.913864,219.3053636,530.5223645,188.9427293,560.8849987,130.1151255,619.7126026
252,434.8683845,260.5369563,609.1998126,226.5210679,643.215701,160.6152841,709.1214849
253,190.8098982,6.800474327,374.8193221,-29.1038035,410.7235999,-98.6683418,480.2881382
254,142.8188958,-10.84232956,296.4801211,-40.82500767,326.4627992,-98.91644652,384.5542381
255,182.4541004,54.09445804,310.8137427,29.04867418,335.8595265,-19.47753206,384.3857328
256,327.4934525,190.3478566,464.6390484,163.5877403,491.3991647,111.740015,543.24689
257,327.7964669,204.7835984,450.8093353,180.7810875,474.8118462,134.2762226,521.3167111
258,324.5793887,208.0895583,441.069219,185.3598353,463.798942,141.320997,507.8377803
259,370.4472302,221.4235749,519.4708854,192.3457886,548.5486717,136.0075775,604.8868829
260,354.6240191,210.8915508,498.3564874,182.8461911,526.401847,128.5083067,580.7397314
261,323.4614921,210.830105,436.0928792,188.8532489,458.0697352,146.2730904,500.6498938
262,314.8772311,208.5790068,421.1754555,187.8378899,441.9165724,147.6519758,482.1024865
263,303.6847302,200.6536918,406.7157687,180.5500746,426.8193859,141.5993161,465.7701443
264,300.813424,201.6256707,400.0011773,182.2719628,419.3548852,144.7741536,456.8526944
265,319.8175373,225.4189841,414.2160905,206.9997542,432.6353204,171.3124963,468.3225783
266,245.7871096,138.5950506,352.9791687,117.6795269,373.8946924,77.15569972,414.4185196
267,215.1241816,107.9635881,322.2847752,87.05420402,343.1941593,46.54227233,383.706091
268,187.9881833,79.80755835,296.1688082,58.69914373,317.2772228,17.80159041,358.1747761
269,168.6451927,59.24344507,278.0469403,37.89676262,299.3936227,-3.462434648,340.75282
270,180.2023763,72.17695435,288.2277983,51.09882323,309.3059294,10.2599442,350.1448084
271,390.0309927,247.2329318,532.8290537,219.3698955,560.69209,165.3852627,614.6767228
272,400.8242974,269.4860449,532.1625498,243.8590688,557.7895259,194.2068026,607.4417921
273,475.7875439,338.0113853,613.5637024,311.1282324,640.4468553,259.0421237,692.532964
274,330.5519104,197.5995344,463.5042864,171.6576074,489.4462135,121.3951238,539.7086971
275,377.0047244,240.8583076,513.1511412,214.2931531,539.7162957,162.8231663,591.1862826
276,295.5047851,169.555775,421.4537952,144.9803584,446.0292118,97.36548872,493.6440815
277,459.4128618,320.9884819,597.8372417,293.9788468,624.8468768,241.6476787,677.1780448
278,417.9846765,283.3658176,552.6035354,257.0987232,578.8706298,206.2062277,629.7631253
279,488.0889743,354.6657218,621.5122268,328.6319165,647.5460322,278.1914186,697.98653
280,562.5103006,429.5084109,695.5121903,403.5568227,721.4637786,353.2756205,771.7449808
281,619.1270475,487.4767184,750.7773765,461.7888493,776.4652456,412.018603,826.2354919
282,726.8829385,592.608025,861.157852,566.4080418,887.3578351,515.6455745,938.1203024
283,417.4261794,253.9947516,580.8576071,222.1056925,612.7466662,160.3206406,674.5317182
284,168.4600793,6.644028275,330.2761303,-24.92983534,361.8499939,-86.10419608,423.0243546
285,334.7376745,176.6870962,492.7882528,145.847959,523.62739,86.09713066,583.3782183
286,206.3649128,55.91647286,356.8133528,26.56067969,386.169146,-30.31616957,443.0459953
287,428.0838202,248.1357443,608.0318961,213.0239246,643.1437158,144.9947739,711.1728664
288,446.5989236,283.5615943,609.6362529,251.7494325,641.4484147,190.113369,703.0844782
289,482.1115318,329.552407,634.6706566,299.7847729,664.4382908,242.1099818,722.1130818
290,507.6257593,356.894309,658.3572097,327.4832943,687.7682244,270.4994533,744.7520654
291,437.4453232,290.0568155,584.833831,261.2980823,613.5925642,205.5780367,669.3126098
292,408.007967,269.6934339,546.3225001,242.7052323,573.3107016,190.4155918,625.6003422
293,422.3084998,289.6467253,554.9702744,263.7615009,580.8554987,213.6088789,631.0081208
294,440.527916,311.8389049,569.2169271,286.7288539,594.3269781,238.0781302,642.9777018
295,253.3510682,107.6870555,399.0150809,79.26480909,427.4373272,24.19670673,482.5054296
296,283.4145134,156.7103278,410.1186989,131.9875599,434.8414668,84.08719709,482.7418297
297,273.615331,161.462843,385.767819,139.5794308,407.6512313,97.18031944,450.0503426
298,213.7731764,102.9434792,324.6028735,81.31817245,346.2281803,39.41914059,388.1272122
299,160.7396577,49.07554308,272.4037724,27.28742315,294.1918923,-14.92705922,336.4063747
300,224.8868868,122.2989546,327.4748191,102.2817971,347.4919766,63.49855438,386.2752193
